index,role_noun,role_noun_set,sentence,sentence_format,task_wording,prompt_text,model,man,woman,person
173,draftsperson,"['draftsperson', 'draftswoman', 'draftsman']","I’m a 40-something former draftsperson and web designer living in Helsinki, Finland.","I’m a 40-something former [ROLE NOUN] and web designer living in Helsinki, Finland.",simple,"I’m a 40-something former draftsperson and web designer living in Helsinki, Finland. I am a",llama-3.1-8B,-6.297874450683594,-6.102561950683594,-5.711936950683594
174,draftsperson,"['draftsperson', 'draftswoman', 'draftsman']","During this time, I acquired extensive industry knowledge and experience as a project manager, construction contract administrator, project architect, designer, and draftsperson.","During this time, I acquired extensive industry knowledge and experience as a project manager, construction contract administrator, project architect, designer, and [ROLE NOUN].",simple,"During this time, I acquired extensive industry knowledge and experience as a project manager, construction contract administrator, project architect, designer, and draftsperson. I am a",llama-3.1-8B,-7.536106586456299,-9.200169563293457,-5.442356586456299
175,draftsperson,"['draftsperson', 'draftswoman', 'draftsman']","I started as a structural draftsperson, then moved into sales and development of building products with a heavy focus on developing new products where I could use my creative side.","I started as a structural [ROLE NOUN], then moved into sales and development of building products with a heavy focus on developing new products where I could use my creative side.",simple,"I started as a structural draftsperson, then moved into sales and development of building products with a heavy focus on developing new products where I could use my creative side. I am a",llama-3.1-8B,-6.542591094970703,-9.019153594970703,-5.581653594970703
176,draftsperson,"['draftsperson', 'draftswoman', 'draftsman']","I come from a technological background, with a degree in engineering and experience working as a computer technician and draftsperson.","I come from a technological background, with a degree in engineering and experience working as a computer technician and [ROLE NOUN].",simple,"I come from a technological background, with a degree in engineering and experience working as a computer technician and draftsperson. I am a",llama-3.1-8B,-5.919778823852539,-7.583841323852539,-5.122903823852539
177,draftsperson,"['draftsperson', 'draftswoman', 'draftsman']",I think it is clear that watching the lectures alone will not make anyone a skilled draftsperson.,I think it is clear that watching the lectures alone will not make anyone a skilled [ROLE NOUN].,simple,I think it is clear that watching the lectures alone will not make anyone a skilled draftsperson. I am a,llama-3.1-8B,-7.420222759246826,-10.385066032409668,-5.810847759246826
178,draftsperson,"['draftsperson', 'draftswoman', 'draftsman']",I started my career in the engineering industry as a draftsperson over a decade ago.,I started my career in the engineering industry as a [ROLE NOUN] over a decade ago.,simple,I started my career in the engineering industry as a draftsperson over a decade ago. I am a,llama-3.1-8B,-7.385881423950195,-7.448381423950195,-5.315568923950195
179,draftsperson,"['draftsperson', 'draftswoman', 'draftsman']",Being a draftsperson allowed me to use my design abilities.,Being a [ROLE NOUN] allowed me to use my design abilities.,simple,Being a draftsperson allowed me to use my design abilities. I am a,llama-3.1-8B,-6.712750434875488,-7.915875434875488,-4.197125434875488
180,draftsperson,"['draftsperson', 'draftswoman', 'draftsman']",I'm a photographer by profession and a passionate draftsperson.,I'm a photographer by profession and a passionate [ROLE NOUN].,simple,I'm a photographer by profession and a passionate draftsperson. I am a,llama-3.1-8B,-5.474538803100586,-6.810476303100586,-4.849538803100586
181,draftsperson,"['draftsperson', 'draftswoman', 'draftsman']","With a working background as a draftsperson and later landscape design, I was drawn to the beautiful letterforms and designs of the past.","With a working background as a [ROLE NOUN] and later landscape design, I was drawn to the beautiful letterforms and designs of the past.",simple,"With a working background as a draftsperson and later landscape design, I was drawn to the beautiful letterforms and designs of the past. I am a",llama-3.1-8B,-8.517580032348633,-8.298830032348633,-6.431642532348633
182,draftsperson,"['draftsperson', 'draftswoman', 'draftsman']","After I had obtained my university entrance qualification in the field of design and printing technology, I was trained as a construction draftsperson at the magistracy of Gießen.","After I had obtained my university entrance qualification in the field of design and printing technology, I was trained as a construction [ROLE NOUN] at the magistracy of Gießen.",simple,"After I had obtained my university entrance qualification in the field of design and printing technology, I was trained as a construction draftsperson at the magistracy of Gießen. I am a",llama-3.1-8B,-8.599427223205566,-9.458802223205566,-8.279114723205566
183,draftsperson,"['draftsperson', 'draftswoman', 'draftsman']",Well that’s an interesting one for me to explain as my previous career was heavily involved in the engineering world as I was a CAD draftsperson.,Well that’s an interesting one for me to explain as my previous career was heavily involved in the engineering world as I was a CAD [ROLE NOUN].,simple,Well that’s an interesting one for me to explain as my previous career was heavily involved in the engineering world as I was a CAD draftsperson. I am a,llama-3.1-8B,-6.089017868041992,-6.659330368041992,-4.878080368041992
184,emergency medical technician,"['emergency medical technician', 'ambulancewoman', 'ambulanceman']",Community Involvement: I’ve worked part time with the local ambulance service as an emergency medical technician since 1997 and I’m a PADI certified scuba rescue diver.,Community Involvement: I’ve worked part time with the local ambulance service as an [ROLE NOUN] since 1997 and I’m a PADI certified scuba rescue diver.,simple,Community Involvement: I’ve worked part time with the local ambulance service as an emergency medical technician since 1997 and I’m a PADI certified scuba rescue diver. I am a,llama-3.1-8B,-8.557165145874023,-10.127477645874023,-8.596227645874023
185,emergency medical technician,"['emergency medical technician', 'ambulancewoman', 'ambulanceman']","I have a Bachelors of Science in Psychology; completed emergency medical technician training and I am working on a 200hr Yoga teaching certificate, certified by Yoga Alliance.","I have a Bachelors of Science in Psychology; completed [ROLE NOUN] training and I am working on a 200hr Yoga teaching certificate, certified by Yoga Alliance.",simple,"I have a Bachelors of Science in Psychology; completed emergency medical technician training and I am working on a 200hr Yoga teaching certificate, certified by Yoga Alliance. I am a",llama-3.1-8B,-9.334424018859863,-7.080517768859863,-6.525830268859863
186,emergency medical technician,"['emergency medical technician', 'ambulancewoman', 'ambulanceman']",I first became aware of the discrepancies in health care while working as an emergency medical technician.,I first became aware of the discrepancies in health care while working as an [ROLE NOUN].,simple,I first became aware of the discrepancies in health care while working as an emergency medical technician. I am a,llama-3.1-8B,-5.565382480621338,-5.409132480621338,-4.823194980621338
187,emergency medical technician,"['emergency medical technician', 'ambulancewoman', 'ambulanceman']","For those who dont know me personally, I’m a freelance Expedition Leader, Mechanic, Wilderness emergency medical technician, Bushcraft & Survival Instructor, Writer and Photographer.","For those who dont know me personally, I’m a freelance Expedition Leader, Mechanic, Wilderness [ROLE NOUN], Bushcraft & Survival Instructor, Writer and Photographer.",simple,"For those who dont know me personally, I’m a freelance Expedition Leader, Mechanic, Wilderness emergency medical technician, Bushcraft & Survival Instructor, Writer and Photographer. I am a",llama-3.1-8B,-5.225749492645264,-9.174968719482422,-6.475749492645264
188,emergency medical technician,"['emergency medical technician', 'ambulancewoman', 'ambulanceman']",I eventually found my way back to the U.S. and began classes to become an emergency medical technician.,I eventually found my way back to the U.S. and began classes to become an [ROLE NOUN].,simple,I eventually found my way back to the U.S. and began classes to become an emergency medical technician. I am a,llama-3.1-8B,-6.1659626960754395,-6.5097126960754395,-6.1581501960754395
189,emergency medical technician,"['emergency medical technician', 'ambulancewoman', 'ambulanceman']",Recently I completed training and certification to be an emergency medical technician.,Recently I completed training and certification to be an [ROLE NOUN].,simple,Recently I completed training and certification to be an emergency medical technician. I am a,llama-3.1-8B,-6.342771530151367,-7.006834030151367,-5.905271530151367
190,fan,"['fan', 'fangirl', 'fanboy']",Being a big fan of sports I naturally went the way of sports and action photography.,Being a big [ROLE NOUN] of sports I naturally went the way of sports and action photography.,simple,Being a big fan of sports I naturally went the way of sports and action photography. I am a,llama-3.1-8B,-6.404120445251465,-10.521307945251465,-6.841620445251465
